Périmètre	Nature	Date	Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Bioénergies	Ech. physiques	Taux de Co2	Ech. comm. Angleterre	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse	Ech. comm. Allemagne-Belgique	Fioul - TAC	Fioul - Cogén.	Fioul - Autres	Gaz - TAC	Gaz - Cogén.	Gaz - CCG	Gaz - Autres	Hydraulique - Fil de l?eau + éclusée	Hydraulique - Lacs	Hydraulique - STEP turbinage	Bioénergies - Déchets	Bioénergies - Biomasse	Bioénergies - Biogaz	 Stockage batterie	Déstockage batterie	Eolien terrestre	Eolien offshore	Consommation corrigée
France	Données temps réel	2025-08-02	00:00	40290	40500	40700	71	0	825	41492	4207	0	6016	-20	951	-13238	16	-4028	1620	-4012	-3000	-4338	1	70	0	0	275	552	0	3295	1442	1279	400	248	304	-13	0	3685	522	ND	
France	Données temps réel	2025-08-02	00:15	40374	39450	39850	71	0	944	41306	4173	0	6458	-19	958	-13513	17	-4028	1192	-4012	-3000	-4262	1	70	0	0	264	681	0	3281	1625	1552	402	252	304	-3	1	3647	525	ND	
France	Données temps réel	2025-08-02	00:30	38729	38400	39000	71	0	966	41152	4228	0	5957	-19	951	-14576	18	-4028	518	-4012	-3000	-4300	1	70	0	0	264	703	0	3227	1417	1314	401	246	304	-1	1	3670	559	ND	
France	Données temps réel	2025-08-02	00:45	37518	37350	37850	71	0	748	41028	4235	0	5716	-42	952	-15184	16	-4028	-155	-4012	-3000	-4249	1	70	0	0	264	485	0	3149	1323	1244	401	247	304	-7	1	3605	631	ND	
France	Données temps réel	2025-08-02	01:00	36499	36300	36700	70	0	462	41059	4159	0	5825	-38	955	-15990	14	-4028	-840	-4012	-3000	-3693	0	70	0	0	264	199	0	3162	1412	1251	403	248	304	-3	1	3523	636	ND	
France	Données temps réel	2025-08-02	01:15	36518	36400	37000	71	0	444	40951	4143	0	6013	-44	959	-16007	14	-4028	-606	-4012	-3000	-3699	1	70	0	0	264	180	0	3129	1563	1321	405	250	304	-11	0	3514	630	ND	
France	Données temps réel	2025-08-02	01:30	36112	36500	37300	70	0	408	40792	4187	0	5312	-50	951	-15546	13	-4028	-535	-4012	-3000	-3699	0	70	0	0	264	145	0	3094	1143	1074	404	244	304	-10	0	3575	612	ND	
France	Données temps réel	2025-08-02	01:45	35998	36150	36850	71	0	457	40905	4256	0	5265	-50	952	-15854	14	-4028	-750	-4012	-3000	-3699	1	70	0	0	264	193	0	3059	1063	1143	400	248	304	-4	0	3700	555	ND	
France	Données temps réel	2025-08-02	02:00	35598	35800	36400	71	0	463	40995	4338	0	5293	-56	947	-16462	14	-4028	-1015	-4012	-3000	-3649	1	70	0	0	264	199	0	3046	1061	1186	394	249	304	-1	10	3747	592	ND	
France	Données temps réel	2025-08-02	02:15	35616	34900	35800	71	0	415	40919	4357	0	5237	-60	947	-16260	13	-4028	-1067	-4012	-3000	-3649	1	70	0	0	264	152	0	3024	993	1219	394	249	304	-8	0	3779	578	ND	
France	Données temps réel	2025-08-02	02:30	34972	34000	35200	71	0	457	40495	4363	0	4788	-60	947	-16078	14	-4028	-1356	-4012	-3000	-3649	1	70	0	0	264	194	0	3008	903	877	394	249	304	-10	0	3810	553	ND	
France	Données temps réel	2025-08-02	02:45	34264	33300	34600	71	0	468	40512	4338	0	4296	-62	943	-16293	14	-4028	-1490	-4012	-3000	-3649	1	70	0	0	264	205	0	2966	837	493	392	247	304	-9	0	3815	523	ND	
France	Données temps réel	2025-08-02	03:00	33576	32600	34000	71	0	471	40210	4292	0	4294	-33	943	-16667	14	-4028	-1247	-3945	-3000	-4332	1	70	0	0	265	207	0	2966	829	499	394	245	304	-5	0	3818	474	ND	
France	Données temps réel	2025-08-02	03:15	33406	32300	33600	71	0	468	39994	4258	0	4033	-57	945	-16299	14	-4028	-1291	-3945	-3000	-4318	1	70	0	0	264	205	0	2915	687	430	396	245	304	-6	0	3818	440	ND	
France	Données temps réel	2025-08-02	03:30	32930	32000	33200	70	0	457	39743	4146	0	3998	-55	943	-16361	14	-4028	-1369	-3945	-3000	-4310	0	70	0	0	264	194	0	2911	659	428	394	245	304	-10	0	3718	427	ND	
France	Données temps réel	2025-08-02	03:45	32690	31500	32850	71	0	457	39816	4052	0	3978	-478	943	-16140	14	-4028	-1395	-3945	-3000	-4255	1	70	0	0	264	194	0	2888	658	432	394	245	304	-8	0	3647	405	ND	
France	Données temps réel	2025-08-02	04:00	32303	31000	32500	71	0	469	39722	4041	0	3876	-684	933	-16122	15	-3929	-1799	-3945	-3000	-3886	1	70	0	0	264	206	0	2912	577	387	390	239	304	-4	0	3679	362	ND	
France	Données temps réel	2025-08-02	04:15	32111	30750	32300	71	0	437	39839	4051	0	3399	-684	931	-15925	14	-3929	-1653	-3945	-3000	-3898	1	70	0	0	264	174	0	2858	528	13	392	235	304	-6	0	3731	319	ND	
France	Données temps réel	2025-08-02	04:30	31797	30500	32100	71	0	465	39904	4056	0	3374	-905	936	-16096	15	-3929	-1602	-3945	-3000	-3923	1	70	0	0	264	202	0	2834	527	13	393	239	304	-9	0	3792	264	ND	
France	Données temps réel	2025-08-02	04:45	31859	30500	31900	70	0	482	39717	4099	0	3389	-903	942	-15932	15	-3929	-1583	-3945	-3000	-3886	0	70	0	0	264	219	0	2889	488	13	394	244	304	-6	0	3864	235	ND	
France	Données temps réel	2025-08-02	05:00	31574	30500	31700	71	0	486	39647	4077	0	3510	-902	942	-16256	15	-3779	-1383	-3945	-3000	-3338	1	70	0	0	264	223	0	2928	570	13	392	246	304	-2	0	3861	217	ND	
France	Données temps réel	2025-08-02	05:15	31995	30800	31900	71	0	476	39634	3942	0	3511	-900	938	-15669	15	-3779	-1349	-3945	-3000	-3363	1	70	0	0	263	214	0	2923	573	15	392	242	304	-8	0	3754	189	ND	
France	Données temps réel	2025-08-02	05:30	31885	31100	32100	70	0	479	39358	3884	0	3506	-489	939	-15852	15	-3779	-1268	-3945	-3000	-3349	0	70	0	0	264	216	0	2922	570	14	390	245	304	-9	0	3709	175	ND	
France	Données temps réel	2025-08-02	05:45	31875	31050	32250	70	0	472	39388	3848	0	3482	-491	941	-15813	15	-3779	-1327	-3945	-3000	-3385	0	70	0	0	263	210	0	2897	570	15	390	248	304	-21	0	3693	154	ND	
France	Données temps réel	2025-08-02	06:00	32395	31000	32400	70	0	461	39838	3925	244	3595	-489	938	-16181	15	-3471	-899	-3945	-3000	-4784	0	70	0	0	264	198	0	2915	665	15	390	244	304	-5	0	3781	144	ND	
France	Données temps réel	2025-08-02	06:15	32460	31100	32400	70	0	449	39726	3898	301	3609	-68	939	-16455	15	-3471	-972	-3945	-3000	-4799	0	70	0	0	264	186	0	2930	663	16	390	245	304	-9	0	3763	136	ND	
France	Données temps réel	2025-08-02	06:30	32419	31200	32400	70	0	480	39459	3992	361	3553	-70	939	-16352	15	-3471	-1187	-3945	-3000	-4839	0	70	0	0	264	217	0	2884	656	13	390	245	304	-12	0	3851	141	ND	
France	Données temps réel	2025-08-02	06:45	32476	31300	32500	70	0	393	39658	4006	436	3734	-68	937	-16682	14	-3471	-1234	-3945	-3000	-4832	0	70	0	0	264	130	0	2883	662	190	388	245	304	-8	0	3868	137	ND	
France	Données temps réel	2025-08-02	07:00	32547	31400	32600	71	0	451	39605	3992	507	3900	-68	938	-16836	14	-4028	-1478	-3887	-2227	-4296	1	70	0	0	264	188	0	2885	660	355	387	248	304	-12	0	3839	153	ND	
France	Données temps réel	2025-08-02	07:15	32983	31900	33150	71	0	483	39545	3993	871	3899	-70	938	-16718	15	-4028	-1438	-3887	-2227	-4329	1	70	0	0	264	220	0	2889	654	356	390	244	304	-28	0	3838	155	ND	
France	Données temps réel	2025-08-02	07:30	33572	32400	33700	70	0	456	39232	4004	1288	3855	-68	942	-16188	14	-4028	-1340	-3887	-2227	-4315	0	70	0	0	265	193	0	2870	635	351	387	251	304	-24	5	3855	150	ND	
France	Données temps réel	2025-08-02	07:45	33953	32900	34050	70	0	399	38902	3850	1812	3905	-18	931	-15890	14	-4028	-1276	-3887	-2227	-4389	0	70	0	0	264	136	0	2860	694	351	384	243	304	-11	4	3692	157	ND	
France	Données temps réel	2025-08-02	08:00	34406	33400	34400	70	0	446	38839	3705	2366	3766	-27	937	-15701	14	-4028	-563	-3887	-2450	-4301	0	70	0	0	258	189	0	2853	726	187	387	246	304	0	4	3559	147	ND	
France	Données temps réel	2025-08-02	08:15	35222	34200	35050	71	0	470	37901	3568	3274	3913	-28	938	-14874	14	-4028	-92	-3887	-2450	-4425	1	70	0	0	260	210	0	2852	753	308	385	249	304	-9	0	3425	143	ND	
France	Données temps réel	2025-08-02	08:30	35533	35000	35700	71	0	387	36934	3458	4168	3696	-35	939	-14077	14	-4028	755	-3887	-2450	-4482	1	70	0	0	259	129	0	2829	787	80	386	249	304	-8	0	3316	142	ND	
France	Données temps réel	2025-08-02	08:45	36356	35600	36100	70	0	389	36426	3441	5185	3577	-33	934	-13620	14	-4028	946	-3887	-2450	-4370	0	70	0	0	259	130	0	2775	787	15	387	243	304	-11	0	3313	129	ND	
France	Données temps réel	2025-08-02	09:00	36373	36200	36500	71	0	444	36534	3467	6007	3600	-461	938	-14232	14	-4028	1375	-3404	-2800	-3482	1	70	0	0	258	187	0	2778	809	13	387	247	304	-4	10	3336	132	ND	
France	Données temps réel	2025-08-02	09:15	37423	36850	37300	70	0	471	36094	3565	7077	3283	-1005	939	-13066	14	-4028	2050	-3404	-2800	-3644	0	70	0	0	259	213	0	2726	542	15	390	246	304	-6	2	3427	138	ND	
France	Données temps réel	2025-08-02	09:30	38085	37500	38100	70	0	435	35331	3621	8010	3265	-1033	941	-12504	14	-4028	2050	-3404	-2800	-3724	0	70	0	0	258	177	0	2726	526	13	393	244	304	-49	0	3492	129	ND	
