Périmètre	Nature	Date	Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Bioénergies	Ech. physiques	Taux de Co2	Ech. comm. Angleterre	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse	Ech. comm. Allemagne-Belgique	Fioul - TAC	Fioul - Cogén.	Fioul - Autres	Gaz - TAC	Gaz - Cogén.	Gaz - CCG	Gaz - Autres	Hydraulique - Fil de l?eau + éclusée	Hydraulique - Lacs	Hydraulique - STEP turbinage	Bioénergies - Déchets	Bioénergies - Biomasse	Bioénergies - Biogaz	 Stockage batterie	Déstockage batterie	Eolien terrestre	Eolien offshore	Consommation corrigée
France	Données temps réel	2025-12-07	00:00	54439	54500	55100	70	0	1444	51119	12799	0	6883	0	1063	-18935	16	-3528	-1681	-3933	-3200	-5320	0	70	0	0	1317	129	0	5142	981	761	372	389	301	-15	13	11212	1587	ND	
France	Données temps réel	2025-12-07	00:15	54620	53700	54000	71	0	1487	50250	12604	0	6884	-1	1062	-17750	17	-3528	-1659	-3933	-3200	-5332	1	70	0	0	1317	172	0	5073	885	926	371	389	301	-3	17	11065	1539	ND	
France	Données temps réel	2025-12-07	00:30	53484	52900	52900	71	0	1429	50068	12417	0	6921	-652	1067	-17829	17	-3528	-1799	-3933	-3200	-5360	1	70	0	0	1318	113	0	4989	885	1046	373	393	301	-9	1	10939	1478	ND	
France	Données temps réel	2025-12-07	00:45	51754	51900	51900	71	0	1453	49667	12147	0	6699	-1081	1062	-18264	17	-3528	-1820	-3933	-3200	-5419	1	70	0	0	1327	128	0	5015	949	736	371	390	301	-15	14	10680	1467	ND	
France	Données temps réel	2025-12-07	01:00	51386	50900	50900	71	0	1448	49562	11903	0	6364	-1080	1066	-17953	17	-3528	-1296	-3933	-3200	-5781	1	70	0	0	1327	124	0	5016	929	419	375	390	301	-9	14	10421	1482	ND	
France	Données temps réel	2025-12-07	01:15	51440	50900	50900	71	0	1476	49700	11712	0	6314	-1078	1068	-17849	17	-3528	-933	-3933	-3200	-5753	1	70	0	0	1326	151	0	4976	868	470	375	392	301	-3	30	10345	1367	ND	
France	Données temps réel	2025-12-07	01:30	50676	50900	50900	70	0	1447	49091	11746	0	6168	-1501	1067	-17428	17	-3528	-648	-3933	-3200	-5761	0	70	0	0	1326	123	0	4962	866	340	375	391	301	-13	29	10372	1374	ND	
France	Données temps réel	2025-12-07	01:45	50492	50400	50400	70	0	1450	48881	11810	0	6126	-1823	1067	-17106	17	-3528	-460	-3933	-3200	-5759	0	70	0	0	1326	126	0	4990	793	343	376	389	301	-11	29	10347	1463	ND	
France	Données temps réel	2025-12-07	02:00	49821	49900	49900	71	0	1505	49033	11612	0	6031	-1901	1068	-17623	18	-3528	146	-3933	-3200	-6278	1	70	0	0	1326	181	0	5006	779	247	373	393	301	-3	29	10136	1476	ND	
France	Données temps réel	2025-12-07	02:15	49745	49150	49150	70	0	1440	49409	11359	0	5855	-2219	1049	-17201	17	-3528	257	-3933	-3200	-6275	0	70	0	0	1325	116	0	4959	791	105	371	376	301	-16	0	9838	1521	ND	
France	Données temps réel	2025-12-07	02:30	48616	48400	48400	71	0	1451	48141	11157	0	5856	-2216	1062	-16884	18	-3528	70	-3933	-3200	-6325	1	70	0	0	1325	128	0	4971	781	104	372	389	301	-23	0	9716	1441	ND	
France	Données temps réel	2025-12-07	02:45	48057	47700	47700	71	0	1448	48127	11267	0	5661	-2293	1060	-17259	18	-3528	-237	-3933	-3200	-6322	1	70	0	0	1325	125	0	4938	621	102	374	384	301	-24	0	9765	1502	ND	
France	Données temps réel	2025-12-07	03:00	47337	47000	47000	70	0	1506	47542	11133	0	5664	-2296	1048	-17297	18	-3528	-286	-4260	-3200	-5776	0	70	0	0	1321	188	0	4942	618	103	375	371	301	-32	0	9665	1468	ND	
