Périmètre	Nature	Date	Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Bioénergies	Ech. physiques	Taux de Co2	Ech. comm. Angleterre	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse	Ech. comm. Allemagne-Belgique	Fioul - TAC	Fioul - Cogén.	Fioul - Autres	Gaz - TAC	Gaz - Cogén.	Gaz - CCG	Gaz - Autres	Hydraulique - Fil de l?eau + éclusée	Hydraulique - Lacs	Hydraulique - STEP turbinage	Bioénergies - Déchets	Bioénergies - Biomasse	Bioénergies - Biogaz	 Stockage batterie	Déstockage batterie	Eolien terrestre	Eolien offshore	Consommation corrigée
France	Données temps réel	2025-12-06	00:00	61269	61300	61200	67	0	1479	51206	16337	0	7079	-84	1063	-15839	16	-3528	-676	-4178	-3200	-4104	0	70	0	0	1319	162	0	5295	1585	200	366	396	301	-39	13	14533	1803	ND	
France	Données temps réel	2025-12-06	00:15	61158	60250	60700	67	0	1497	51838	16265	0	7080	-317	1063	-16327	16	-3528	-1309	-4178	-3200	-4136	0	70	0	0	1323	176	0	5299	1609	171	364	397	301	-6	7	14466	1799	ND	
France	Données temps réel	2025-12-06	00:30	59817	59200	60200	67	0	1499	51150	16204	0	7031	-485	1063	-16686	16	-3528	-1537	-4178	-3200	-4250	0	70	0	0	1319	182	0	5203	1563	265	367	394	301	-19	0	14501	1703	ND	
France	Données temps réel	2025-12-06	00:45	58071	58200	59200	67	0	1514	50773	16015	0	6517	-716	1064	-17144	16	-3528	-1476	-4178	-3200	-4466	0	70	0	0	1336	180	0	5133	1160	224	372	390	301	-14	0	14342	1674	ND	
France	Données temps réel	2025-12-06	01:00	57533	57200	58200	68	0	1498	50541	16115	0	6449	-1040	1065	-17138	16	-3528	-951	-4178	-3200	-4861	0	70	0	0	1332	168	0	5094	1095	261	373	391	301	-19	0	14355	1760	ND	
France	Données temps réel	2025-12-06	01:15	57696	56850	57900	68	0	1515	50683	16011	0	6661	-1044	1066	-17247	16	-3528	-690	-4178	-3200	-4838	0	70	0	0	1331	186	0	5045	1198	417	374	391	301	-12	0	14208	1803	ND	
France	Données temps réel	2025-12-06	01:30	56735	56500	57600	69	0	1518	49532	16089	0	6297	-1039	1066	-16787	16	-3528	-272	-4178	-3200	-4908	0	70	0	0	1337	182	0	5063	969	265	372	392	301	-5	0	14308	1782	ND	
France	Données temps réel	2025-12-06	01:45	56537	55950	57050	68	0	1506	49461	16152	0	5917	-1205	1065	-16411	16	-3528	-77	-4178	-3200	-4707	0	70	0	0	1333	174	0	5013	644	260	372	392	301	-12	1	14354	1798	ND	
France	Données temps réel	2025-12-06	02:00	56265	55400	56500	69	0	1515	49464	16218	0	5982	-1939	1068	-16096	17	-3528	40	-4178	-3200	-4527	0	70	0	0	1337	180	0	5070	643	269	374	392	301	-12	4	14496	1721	ND	
France	Données temps réel	2025-12-06	02:15	55926	54900	56000	69	0	1511	49228	15994	0	5771	-1944	1061	-15772	17	-3528	78	-4178	-3200	-4534	0	70	0	0	1331	182	0	5051	608	112	373	386	301	0	15	14207	1787	ND	
France	Données temps réel	2025-12-06	02:30	54780	54400	55500	69	0	1515	48420	16209	0	5681	-2365	1065	-15819	17	-3528	80	-4178	-3200	-4767	0	70	0	0	1334	183	0	5058	510	112	372	391	301	-3	14	14384	1824	ND	
France	Données temps réel	2025-12-06	02:45	54252	53600	54750	68	0	1513	48267	16239	0	5535	-2708	1059	-15716	17	-3528	62	-4178	-3200	-4824	0	70	0	0	1331	184	0	4979	442	114	369	388	301	-13	14	14422	1817	ND	
France	Données temps réel	2025-12-06	03:00	53258	52800	54000	68	0	1505	48239	16176	0	5404	-3254	1068	-15936	17	-3528	169	-4325	-3200	-4747	0	70	0	0	1331	176	0	4892	400	112	371	396	301	-21	14	14350	1826	ND	
France	Données temps réel	2025-12-06	03:15	52979	52350	53550	69	0	1514	48746	16020	0	5128	-3644	1063	-15939	17	-3528	246	-4325	-3200	-4596	0	70	0	0	1333	183	0	4728	288	112	369	393	301	-3	32	14225	1795	ND	
France	Données temps réel	2025-12-06	03:30	52200	51900	53100	70	0	1499	48126	15760	0	5053	-3645	1062	-15742	17	-3528	182	-4325	-3200	-4683	0	70	0	0	1333	168	0	4658	283	112	369	391	301	-8	32	13938	1822	ND	
France	Données temps réel	2025-12-06	03:45	51502	51550	52750	68	0	1494	47702	15714	0	4931	-3640	1061	-15841	17	-3528	236	-4325	-3200	-4952	0	70	0	0	1331	164	0	4550	270	112	370	390	301	-13	31	13890	1824	ND	
France	Données temps réel	2025-12-06	04:00	51336	51200	52400	71	0	1490	47425	15774	0	4874	-3172	1059	-16213	17	-3528	315	-4325	-3200	-4736	1	70	0	0	1333	159	0	4497	265	112	371	386	301	-5	39	13944	1830	ND	
France	Données temps réel	2025-12-06	04:15	50935	51000	52250	71	0	1468	46711	15724	0	4789	-3171	1060	-15702	17	-3528	188	-4325	-3200	-4976	1	70	0	0	1332	137	0	4409	269	112	372	386	301	-9	0	13909	1815	ND	
France	Données temps réel	2025-12-06	04:30	50678	50800	52100	70	0	1455	46675	15564	0	4877	-3181	1061	-15820	17	-3528	288	-4325	-3200	-5001	0	70	0	0	1328	129	0	4359	262	256	373	387	301	-18	0	13769	1794	ND	
France	Données temps réel	2025-12-06	04:45	50386	50650	51950	71	0	1448	46785	15459	0	4926	-3170	1061	-16183	17	-3528	-150	-4325	-3200	-4930	1	70	0	0	1334	116	0	4391	272	263	372	388	301	-7	1	13636	1822	ND	
France	Données temps réel	2025-12-06	05:00	50743	50500	51800	70	0	1480	46465	15417	0	5042	-3176	1058	-15584	17	-3528	197	-4325	-3200	-4988	0	70	0	0	1328	154	0	4351	412	279	367	389	301	-23	0	13594	1824	ND	
France	Données temps réel	2025-12-06	05:15	50935	51100	52300	71	0	1453	46608	15481	0	5033	-3175	1058	-15562	17	-3528	268	-4325	-3200	-4990	1	70	0	0	1326	129	0	4344	432	258	369	388	301	-27	0	13657	1824	ND	
France	Données temps réel	2025-12-06	05:30	51071	51700	52800	71	0	1439	46722	15649	0	5000	-3168	1057	-15678	17	-3528	340	-4325	-3200	-5061	1	70	0	0	1330	111	0	4368	376	257	369	387	301	-16	0	13837	1812	ND	
France	Données temps réel	2025-12-06	05:45	51090	52000	53100	70	0	1496	46902	15681	0	5061	-3161	1056	-15999	17	-3528	135	-4325	-3200	-5421	0	70	0	0	1333	165	0	4371	434	256	369	386	301	-17	6	13853	1828	ND	
France	Données temps réel	2025-12-06	06:00	51490	52300	53400	69	0	1465	47322	15700	0	5044	-3168	1053	-15966	17	-3528	257	-4325	-3200	-5895	0	70	0	0	1326	141	0	4357	429	258	366	385	301	-24	0	13873	1827	ND	
