Périmètre	Nature	Date	Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Bioénergies	Ech. physiques	Taux de Co2	Ech. comm. Angleterre	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse	Ech. comm. Allemagne-Belgique	Fioul - TAC	Fioul - Cogén.	Fioul - Autres	Gaz - TAC	Gaz - Cogén.	Gaz - CCG	Gaz - Autres	Hydraulique - Fil de l?eau + éclusée	Hydraulique - Lacs	Hydraulique - STEP turbinage	Bioénergies - Déchets	Bioénergies - Biomasse	Bioénergies - Biogaz	 Stockage batterie	Déstockage batterie	Eolien terrestre	Eolien offshore	Consommation corrigée
France	Données temps réel	2025-12-05	08:00	71114	69100	70500	70	534	6395	52579	2730	260	15445	-55	1052	-7843	49	-569	1800	-3817	-2385	-1800	0	70	0	0	1391	5006	0	6418	4231	4796	373	377	301	-55	2	2323	407	ND	
France	Données temps réel	2025-12-05	08:15	71384	69250	70650	70	489	6341	52587	2813	340	15184	-57	1053	-7563	48	-569	1800	-3867	-2385	-1893	0	70	0	0	1394	4949	0	6469	4192	4523	374	377	301	30	97	2403	410	ND	
France	Données temps réel	2025-12-05	08:30	71357	69400	70800	71	492	6338	52617	2963	442	15327	-58	1050	-8019	48	-569	1800	-3867	-2385	-1934	1	70	0	0	1393	4947	0	6487	4232	4608	371	378	301	34	99	2498	465	ND	
France	Données temps réel	2025-12-05	08:45	71493	69500	70850	71	451	6208	52590	3065	585	15103	-1	1050	-7774	47	-569	1800	-3867	-2385	-1960	1	70	0	0	1393	4816	0	6486	4197	4419	370	378	301	43	103	2546	519	ND	
France	Données temps réel	2025-12-05	09:00	71728	69600	70900	71	462	6273	52577	3258	805	14924	0	1046	-7812	47	-2436	1700	-3142	-2385	-1827	1	70	0	0	1393	4882	0	6371	4138	4414	367	378	301	29	96	2655	603	ND	
France	Données temps réel	2025-12-05	09:15	71485	69650	71000	70	534	6381	52542	3408	1410	14593	0	1049	-8477	48	-2436	1700	-3142	-2385	-2239	0	70	0	0	1388	4995	0	6285	3940	4368	370	378	301	-28	2	2741	667	ND	
France	Données temps réel	2025-12-05	09:30	71208	69700	71100	71	506	6314	52604	3557	2025	13996	-1	1051	-8888	47	-2436	1700	-3142	-2385	-2132	1	70	0	0	1390	4925	0	6250	3969	3777	372	377	301	-32	6	2848	710	ND	
France	Données temps réel	2025-12-05	09:45	71072	69550	71300	70	459	6259	52601	3710	2626	13447	0	1051	-9114	46	-2436	1700	-3142	-2385	-2139	0	70	0	0	1390	4871	0	6231	3760	3456	372	377	301	-39	2	2971	739	ND	
France	Données temps réel	2025-12-05	10:00	70936	69400	71500	70	444	6215	52625	3780	3287	13191	-51	1051	-9627	46	-3528	1700	-3142	-2385	-2341	0	70	0	0	1394	4823	0	6218	3719	3254	370	379	301	-51	0	3001	779	ND	
France	Données temps réel	2025-12-05	10:15	70797	69350	71450	71	454	6377	52731	3859	3897	11966	0	1049	-9675	47	-3528	1700	-3142	-2385	-2270	1	70	0	0	1392	4987	0	6164	3033	2769	370	378	301	0	69	2995	864	ND	
France	Données temps réel	2025-12-05	10:30	70733	69300	71400	70	488	6333	52768	4094	4588	11550	-3	1048	-10246	47	-3528	1700	-3142	-2385	-2215	0	70	0	0	1392	4942	0	6182	3094	2273	369	377	301	-10	54	3124	970	ND	
France	Données temps réel	2025-12-05	10:45	70779	69100	71350	70	488	6154	52748	4338	5320	10967	0	1048	-10393	46	-3528	1700	-3142	-2385	-2158	0	70	0	0	1392	4763	0	6160	3043	1763	370	377	301	-15	55	3260	1078	ND	
France	Données temps réel	2025-12-05	11:00	70170	68900	71300	71	445	5784	52751	4480	5800	10195	-1	1048	-10400	43	-3130	1700	-3142	-2385	-3019	1	70	0	0	1393	4393	0	6169	2906	1120	369	377	301	-16	15	3339	1141	ND	
France	Données temps réel	2025-12-05	11:15	70525	68900	71250	71	475	5650	52735	4503	6383	10312	-1	1045	-10622	43	-3130	1700	-3142	-2385	-2959	1	70	0	0	1388	4265	0	6032	2953	1326	366	378	301	-26	0	3329	1174	ND	
France	Données temps réel	2025-12-05	11:30	70102	68900	71200	70	439	5310	52725	4657	6765	9808	-2	1048	-10666	41	-3130	1700	-3142	-2385	-2911	0	70	0	0	1389	3922	0	6021	2819	968	368	378	301	-50	0	3323	1334	ND	
France	Données temps réel	2025-12-05	11:45	70164	69400	71000	71	455	4813	52724	4827	7148	9968	-1	1050	-10898	38	-3130	1700	-3142	-2385	-2878	1	70	0	0	1395	3420	0	6023	2946	999	371	378	301	-18	25	3385	1442	ND	
France	Données temps réel	2025-12-05	12:00	70146	69900	70800	71	469	4617	52726	4908	7362	9928	0	1049	-10967	37	-3300	1700	-3978	-2385	-2998	1	70	0	0	1395	3224	0	5886	2872	1170	370	378	301	-17	0	3456	1452	ND	
France	Données temps réel	2025-12-05	12:15	70111	69550	70650	70	482	4350	52931	5042	7546	10056	0	1048	-11392	36	-3300	1700	-3978	-2385	-2955	0	70	0	0	1389	2963	0	5878	3001	1177	369	378	301	-26	3	3537	1505	ND	
France	Données temps réel	2025-12-05	12:30	69785	69200	70500	71	450	3954	52985	5128	7655	9913	-1	1045	-11351	33	-3300	1700	-3978	-2385	-2924	1	70	0	0	1388	2568	0	5887	2931	1095	366	378	301	-64	0	3615	1512	ND	
France	Données temps réel	2025-12-05	12:45	69734	69450	70750	70	458	3942	52981	5267	7554	9877	-1	1048	-11437	33	-3300	1700	-3978	-2385	-2909	0	70	0	0	1388	2556	0	5843	2943	1091	369	378	301	-28	1	3737	1531	ND	
France	Données temps réel	2025-12-05	13:00	69285	69700	71000	70	484	3895	53070	5469	7815	9243	-1	1049	-11719	34	-3528	1700	-3978	-2385	-2966	0	70	0	0	1388	2509	0	5804	2857	583	370	378	301	-91	0	3902	1567	ND	
France	Données temps réel	2025-12-05	13:15	68444	68750	70050	71	452	3256	53131	5816	7534	8809	-3	1052	-11715	30	-3528	1700	-3978	-2385	-2972	1	70	0	0	1384	1874	0	5741	2693	374	373	378	301	-6	47	4230	1586	ND	
France	Données temps réel	2025-12-05	13:30	67778	67800	69100	71	403	2751	53140	5982	7509	8560	-2	1049	-11734	27	-3528	1700	-3978	-2385	-2953	1	70	0	0	1387	1366	0	5743	2604	213	370	378	301	-3	50	4411	1572	ND	
France	Données temps réel	2025-12-05	13:45	67585	67500	68200	70	411	2244	53101	6276	7300	8268	-1	1052	-11159	25	-3528	1700	-3978	-2385	-2945	0	70	0	0	1384	862	0	5652	2388	228	372	378	301	-23	46	4670	1606	ND	
France	Données temps réel	2025-12-05	14:00	67592	67200	67300	70	373	2161	53025	6671	7185	7951	0	1048	-10928	24	-3528	1700	-3978	-2385	-2826	0	70	0	0	1384	779	0	5593	2162	197	368	378	301	-10	45	5008	1663	ND	
France	Données temps réel	2025-12-05	14:15	67160	66650	66700	70	402	2228	53141	6895	6592	8154	-2	1041	-11423	24	-3528	1700	-3978	-2385	-2922	0	70	0	0	1380	850	0	5560	2360	234	361	378	301	-1	63	5231	1664	ND	
France	Données temps réel	2025-12-05	14:30	66415	66100	66100	71	388	2229	53208	7137	6095	8081	-3	1038	-11887	24	-3528	1700	-3978	-2385	-2913	1	70	0	0	1380	851	0	5510	2339	232	359	378	301	-5	62	5461	1676	ND	
France	Données temps réel	2025-12-05	14:45	66376	65550	65500	71	417	2238	53238	7653	5564	8175	-1	1039	-12093	25	-3528	1700	-3978	-2385	-2938	1	70	0	0	1381	859	0	5476	2430	270	360	378	301	0	74	5946	1707	ND	
France	Données temps réel	2025-12-05	15:00	66328	65000	64900	71	414	1991	53229	7912	4920	8022	-12	1041	-11310	24	-3528	2300	-3930	-2385	-2942	1	70	0	0	1383	609	0	5390	2366	265	361	378	301	-11	63	6156	1756	ND	
France	Données temps réel	2025-12-05	15:15	65997	64600	64450	70	416	2027	53227	8322	4190	8065	-356	1038	-10984	24	-3528	2300	-3930	-2385	-2992	0	70	0	0	1378	651	0	5364	2399	302	359	378	301	-19	0	6541	1781	ND	
France	Données temps réel	2025-12-05	15:30	65659	64200	64000	70	484	2028	53196	8617	3477	8045	-357	1040	-10932	25	-3528	2300	-3930	-2385	-3028	0	70	0	0	1380	650	0	5344	2434	266	360	379	301	-16	7	6795	1822	ND	
France	Données temps réel	2025-12-05	15:45	65143	63800	64250	71	470	1923	53220	8971	2751	8082	-355	1039	-11019	24	-3528	2300	-3930	-2385	-3021	1	70	0	0	1378	547	0	5301	2499	283	359	378	301	-11	1	7120	1850	ND	
France	Données temps réel	2025-12-05	16:00	64835	63400	64500	70	501	1905	53257	9365	1990	8249	-354	1041	-11165	25	-3528	2300	-3930	-3200	-2785	0	70	0	0	1381	526	0	5324	2619	306	361	379	301	-23	0	7526	1839	ND	
France	Données temps réel	2025-12-05	16:15	64739	63200	64250	71	536	2036	53105	9576	1458	8634	-356	1042	-11340	26	-3528	2300	-3930	-3200	-2698	1	70	0	0	1381	658	0	5480	2601	553	361	380	301	-25	0	7736	1840	ND	
France	Données temps réel	2025-12-05	16:30	64375	63000	64000	70	579	2037	52602	9712	1004	8728	-352	1039	-11029	27	-3528	1912	-3930	-3200	-2704	0	70	0	0	1381	658	0	5514	2659	555	357	381	301	-18	3	7866	1846	ND	
France	Données temps réel	2025-12-05	16:45	64268	63500	64100	70	525	2038	53037	10112	626	8715	-353	1043	-11526	26	-3528	1837	-3930	-3200	-2748	0	70	0	0	1381	659	0	5579	2545	591	358	383	301	-21	0	8266	1846	ND	
France	Données temps réel	2025-12-05	17:00	64607	64000	64200	70	519	1885	53109	10555	339	9546	-354	1045	-12083	25	-3371	1326	-3930	-3200	-2873	0	70	0	0	1382	505	0	5644	2541	1361	363	381	301	-24	0	8705	1850	ND	
France	Données temps réel	2025-12-05	17:15	65439	64850	65100	71	472	2068	52960	11125	295	9618	0	1039	-12202	25	-3371	1114	-3930	-3200	-2858	1	70	0	0	1385	685	0	5839	2573	1206	359	378	301	-11	5	9273	1851	ND	
France	Données temps réel	2025-12-05	17:30	66309	65700	66000	70	479	2067	52905	11619	271	9903	-5	1039	-12030	25	-3371	733	-3930	-3200	-2801	0	70	0	0	1385	684	0	5919	2626	1358	361	377	301	-15	5	9769	1850	ND	
France	Données temps réel	2025-12-05	17:45	66719	66350	66650	70	447	2071	52793	12232	0	10831	-2	1039	-12759	24	-3371	447	-3930	-3200	-2599	0	70	0	0	1385	688	0	5976	3108	1748	358	379	301	-9	6	10380	1852	ND	
France	Données temps réel	2025-12-05	18:00	67114	67000	67300	71	450	2073	52586	12685	0	11011	-1	1050	-12821	24	-3002	109	-4010	-3200	-2397	1	70	0	0	1385	690	0	6104	3145	1762	363	386	301	-3	14	10832	1854	ND	
France	Données temps réel	2025-12-05	18:15	67811	67600	67950	70	447	2068	52372	13195	0	10986	-1	1055	-12547	24	-3002	-22	-4010	-3200	-2215	0	70	0	0	1382	688	0	6139	3191	1656	363	391	301	72	95	11340	1855	ND	
France	Données temps réel	2025-12-05	18:30	68192	68200	68600	71	459	2039	52236	13568	0	11103	-3	1056	-12504	24	-3002	66	-4010	-3200	-2062	1	70	0	0	1380	661	0	6149	3236	1719	361	394	301	71	95	11716	1853	ND	
France	Données temps réel	2025-12-05	18:45	68880	68650	69050	71	462	2087	52143	14031	0	11192	-1	1057	-12333	24	-3002	-192	-4010	-3200	-1950	1	70	0	0	1383	706	0	6193	3212	1788	361	394	301	78	95	12184	1847	ND	
France	Données temps réel	2025-12-05	19:00	68690	69100	69500	71	464	2122	52239	14394	0	11285	-1	1059	-12937	24	-3063	-381	-4010	-3200	-1908	1	70	0	0	1381	743	0	6200	3206	1879	363	395	301	-17	12	12624	1770	ND	
France	Données temps réel	2025-12-05	19:15	68461	68450	68850	70	509	2138	52186	14774	0	10814	-1	1057	-13072	24	-3063	-377	-4010	-3200	-1783	0	70	0	0	1381	758	0	6034	3004	1775	360	396	301	-14	0	13069	1705	ND	
France	Données temps réel	2025-12-05	19:30	67954	67800	68200	71	468	1805	52164	14904	0	10470	0	1053	-12962	22	-3063	-787	-4010	-3200	-1754	1	70	0	0	1381	425	0	5993	2932	1546	363	389	301	-19	0	13305	1600	ND	
France	Données temps réel	2025-12-05	19:45	67279	67000	67400	71	472	1837	52375	15007	0	10105	-1	1050	-13640	23	-3063	-1370	-4010	-3200	-1682	1	70	0	0	1384	455	0	5988	2973	1144	361	388	301	-8	10	13502	1505	ND	
France	Données temps réel	2025-12-05	20:00	66568	66200	66600	70	483	1871	52258	15225	0	10020	-24	1057	-14376	23	-3528	-1751	-4010	-3200	-1539	0	70	0	0	1377	496	0	5934	2924	1161	361	394	301	-16	0	13701	1525	ND	
France	Données temps réel	2025-12-05	20:15	66138	65200	65600	70	515	1879	52210	15566	0	9900	-35	1061	-15043	23	-3528	-2357	-4010	-3200	-1647	0	70	0	0	1335	546	0	5928	2941	1031	360	400	301	-10	25	13923	1643	ND	
France	Données temps réel	2025-12-05	20:30	65229	64200	64600	71	510	1728	52308	15780	0	9477	-45	1051	-15679	22	-3528	-2800	-4010	-3200	-1696	1	70	0	0	1338	392	0	5892	2749	837	358	392	301	-4	30	14034	1746	ND	
France	Données temps réel	2025-12-05	20:45	64792	63300	63700	71	433	1874	52252	16081	0	9234	-55	1056	-16172	22	-3528	-2800	-4010	-3200	-1834	1	70	0	0	1331	544	0	5870	2762	602	361	394	301	-7	25	14350	1731	ND	
France	Données temps réel	2025-12-05	21:00	63932	62400	62800	70	400	1758	52212	16015	0	8983	-83	1059	-16487	21	-3528	-2483	-4065	-3200	-2239	0	70	0	0	1332	428	0	5823	2655	505	362	396	301	-20	25	14324	1691	ND	
France	Données temps réel	2025-12-05	21:15	63353	61750	62150	70	359	1479	52100	16118	0	8488	-81	1056	-16263	20	-3528	-2644	-4065	-3200	-2199	0	70	0	0	1331	150	0	5585	2426	476	361	394	301	-12	38	14326	1793	ND	
France	Données temps réel	2025-12-05	21:30	62535	61100	61500	70	278	1481	52149	16126	0	8544	-516	1059	-16675	19	-3528	-2697	-4065	-3200	-2159	0	70	0	0	1331	152	0	5611	2351	582	362	396	301	-17	36	14333	1792	ND	
France	Données temps réel	2025-12-05	21:45	62219	60550	60950	67	249	1505	52075	16133	0	7989	-516	1062	-16356	19	-3528	-2800	-4065	-3200	-2147	0	70	0	0	1331	176	0	5485	2059	445	363	397	301	-26	36	14322	1812	ND	
France	Données temps réel	2025-12-05	22:00	61760	60000	60400	67	197	1500	51988	16102	0	8072	-729	1060	-16504	18	-3523	-2337	-4065	-3200	-2131	0	70	0	0	1332	170	0	5451	2116	506	363	396	301	-28	36	14291	1811	ND	
France	Données temps réel	2025-12-05	22:15	62478	60550	60950	67	132	1502	52082	15767	0	8019	-725	1060	-15427	17	-3523	-2229	-4065	-3200	-2244	0	70	0	0	1333	172	0	5531	2202	286	363	395	301	-7	7	14013	1754	ND	
France	Données temps réel	2025-12-05	22:30	62617	61100	61500	67	56	1515	52105	15614	0	7990	-727	1060	-15061	16	-3523	-1725	-4065	-3200	-2270	0	70	0	0	1337	180	0	5512	2215	263	363	396	301	-8	6	13946	1669	ND	
France	Données temps réel	2025-12-05	22:45	63450	61800	62200	67	0	1505	52298	15827	0	8543	-725	1062	-15116	15	-3523	-2370	-4065	-3200	-2384	0	70	0	0	1333	174	0	5619	2653	270	364	396	301	-2	7	14044	1783	ND	
France	Données temps réel	2025-12-05	23:00	62645	62500	62900	67	0	1509	52203	16109	0	8536	-726	1063	-16090	15	-3528	-2795	-3906	-3200	-2552	0	70	0	0	1335	176	0	5601	2655	279	365	396	301	-12	2	14283	1827	ND	
France	Données temps réel	2025-12-05	23:15	62469	62250	62650	67	0	1519	52205	16174	0	8153	-82	1061	-16617	15	-3528	-2800	-3906	-3200	-2606	0	70	0	0	1335	186	0	5454	2463	236	363	397	301	-9	13	14359	1816	ND	
France	Données temps réel	2025-12-05	23:30	61983	62000	62400	69	0	1509	51775	16271	0	7702	-81	1059	-16306	16	-3528	-2528	-3906	-3200	-2639	0	70	0	0	1335	176	0	5495	2008	199	363	395	301	-15	13	14460	1812	ND	
France	Données temps réel	2025-12-05	23:45	61935	61650	61800	67	0	1504	51962	16360	0	7709	-81	1061	-16624	15	-3528	-2184	-3906	-3200	-2721	0	70	0	0	1322	184	0	5425	2042	243	364	396	301	-23	16	14538	1823	ND	
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
